Interesse per Ricerca Google: Big data
Stati Uniti; 2004 - Presente

Interesse nel tempo
Settimana,Big data
2010-06-20 - 2010-06-26,0
2010-06-27 - 2010-07-03,0
2010-07-04 - 2010-07-10,0
2010-07-11 - 2010-07-17,3
2010-07-18 - 2010-07-24,0
2010-07-25 - 2010-07-31,0
2010-08-01 - 2010-08-07,0
2010-08-08 - 2010-08-14,0
2010-08-15 - 2010-08-21,0
2010-08-22 - 2010-08-28,0
2010-08-29 - 2010-09-04,0
2010-09-05 - 2010-09-11,0
2010-09-12 - 2010-09-18,0
2010-09-19 - 2010-09-25,3
2010-09-26 - 2010-10-02,3
2010-10-03 - 2010-10-09,3
2010-10-10 - 2010-10-16,3
2010-10-17 - 2010-10-23,3
2010-10-24 - 2010-10-30,3
2010-10-31 - 2010-11-06,3
2010-11-07 - 2010-11-13,4
2010-11-14 - 2010-11-20,5
2010-11-21 - 2010-11-27,3
2010-11-28 - 2010-12-04,3
2010-12-05 - 2010-12-11,3
2010-12-12 - 2010-12-18,3
2010-12-19 - 2010-12-25,3
2010-12-26 - 2011-01-01,3
2011-01-02 - 2011-01-08,3
2011-01-09 - 2011-01-15,3
2011-01-16 - 2011-01-22,3
2011-01-23 - 2011-01-29,3
2011-01-30 - 2011-02-05,5
2011-02-06 - 2011-02-12,4
2011-02-13 - 2011-02-19,3
2011-02-20 - 2011-02-26,5
2011-02-27 - 2011-03-05,5
2011-03-06 - 2011-03-12,3
2011-03-13 - 2011-03-19,7
2011-03-20 - 2011-03-26,7
2011-03-27 - 2011-04-02,3
2011-04-03 - 2011-04-09,5
2011-04-10 - 2011-04-16,5
2011-04-17 - 2011-04-23,4
2011-04-24 - 2011-04-30,5
2011-05-01 - 2011-05-07,5
2011-05-08 - 2011-05-14,9
2011-05-15 - 2011-05-21,5
2011-05-22 - 2011-05-28,7
2011-05-29 - 2011-06-04,6
2011-06-05 - 2011-06-11,6
2011-06-12 - 2011-06-18,6
2011-06-19 - 2011-06-25,6
2011-06-26 - 2011-07-02,7
2011-07-03 - 2011-07-09,6
2011-07-10 - 2011-07-16,8
2011-07-17 - 2011-07-23,5
2011-07-24 - 2011-07-30,6
2011-07-31 - 2011-08-06,8
2011-08-07 - 2011-08-13,7
2011-08-14 - 2011-08-20,9
2011-08-21 - 2011-08-27,10
2011-08-28 - 2011-09-03,7
2011-09-04 - 2011-09-10,9
2011-09-11 - 2011-09-17,9
2011-09-18 - 2011-09-24,10
2011-09-25 - 2011-10-01,9
2011-10-02 - 2011-10-08,11
2011-10-09 - 2011-10-15,13
2011-10-16 - 2011-10-22,15
2011-10-23 - 2011-10-29,13
2011-10-30 - 2011-11-05,13
2011-11-06 - 2011-11-12,14
2011-11-13 - 2011-11-19,13
2011-11-20 - 2011-11-26,11
2011-11-27 - 2011-12-03,18
2011-12-04 - 2011-12-10,18
2011-12-11 - 2011-12-17,14
2011-12-18 - 2011-12-24,9
2011-12-25 - 2011-12-31,7
2012-01-01 - 2012-01-07,13
2012-01-08 - 2012-01-14,20
2012-01-15 - 2012-01-21,17
2012-01-22 - 2012-01-28,17
2012-01-29 - 2012-02-04,23
2012-02-05 - 2012-02-11,20
2012-02-12 - 2012-02-18,31
2012-02-19 - 2012-02-25,24
2012-02-26 - 2012-03-03,25
2012-03-04 - 2012-03-10,27
2012-03-11 - 2012-03-17,23
2012-03-18 - 2012-03-24,32
2012-03-25 - 2012-03-31,26
2012-04-01 - 2012-04-07,31
2012-04-08 - 2012-04-14,28
2012-04-15 - 2012-04-21,32
2012-04-22 - 2012-04-28,35
2012-04-29 - 2012-05-05,30
2012-05-06 - 2012-05-12,34
2012-05-13 - 2012-05-19,32
2012-05-20 - 2012-05-26,29
2012-05-27 - 2012-06-02,33
2012-06-03 - 2012-06-09,43
2012-06-10 - 2012-06-16,32
2012-06-17 - 2012-06-23,32
2012-06-24 - 2012-06-30,29
2012-07-01 - 2012-07-07,24
2012-07-08 - 2012-07-14,30
2012-07-15 - 2012-07-21,31
2012-07-22 - 2012-07-28,32
2012-07-29 - 2012-08-04,35
2012-08-05 - 2012-08-11,32
2012-08-12 - 2012-08-18,37
2012-08-19 - 2012-08-25,34
2012-08-26 - 2012-09-01,31
2012-09-02 - 2012-09-08,34
2012-09-09 - 2012-09-15,40
2012-09-16 - 2012-09-22,38
2012-09-23 - 2012-09-29,41
2012-09-30 - 2012-10-06,47
2012-10-07 - 2012-10-13,42
2012-10-14 - 2012-10-20,42
2012-10-21 - 2012-10-27,46
2012-10-28 - 2012-11-03,42
2012-11-04 - 2012-11-10,48
2012-11-11 - 2012-11-17,52
2012-11-18 - 2012-11-24,36
2012-11-25 - 2012-12-01,43
2012-12-02 - 2012-12-08,56
2012-12-09 - 2012-12-15,46
2012-12-16 - 2012-12-22,34
2012-12-23 - 2012-12-29,25
2012-12-30 - 2013-01-05,35
2013-01-06 - 2013-01-12,47
2013-01-13 - 2013-01-19,49
2013-01-20 - 2013-01-26,46
2013-01-27 - 2013-02-02,51
2013-02-03 - 2013-02-09,49
2013-02-10 - 2013-02-16,49
2013-02-17 - 2013-02-23,53
2013-02-24 - 2013-03-02,56
2013-03-03 - 2013-03-09,60
2013-03-10 - 2013-03-16,69
2013-03-17 - 2013-03-23,59
2013-03-24 - 2013-03-30,67
2013-03-31 - 2013-04-06,63
2013-04-07 - 2013-04-13,66
2013-04-14 - 2013-04-20,61
2013-04-21 - 2013-04-27,70
2013-04-28 - 2013-05-04,68
2013-05-05 - 2013-05-11,65
2013-05-12 - 2013-05-18,63
2013-05-19 - 2013-05-25,58
2013-05-26 - 2013-06-01,57
2013-06-02 - 2013-06-08,66
2013-06-09 - 2013-06-15,68
2013-06-16 - 2013-06-22,68
2013-06-23 - 2013-06-29,59
2013-06-30 - 2013-07-06,47
2013-07-07 - 2013-07-13,58
2013-07-14 - 2013-07-20,61
2013-07-21 - 2013-07-27,57
2013-07-28 - 2013-08-03,61
2013-08-04 - 2013-08-10,58
2013-08-11 - 2013-08-17,61
2013-08-18 - 2013-08-24,66
2013-08-25 - 2013-08-31,59
2013-09-01 - 2013-09-07,56
2013-09-08 - 2013-09-14,66
2013-09-15 - 2013-09-21,66
2013-09-22 - 2013-09-28,71
2013-09-29 - 2013-10-05,70
2013-10-06 - 2013-10-12,69
2013-10-13 - 2013-10-19,62
2013-10-20 - 2013-10-26,76
2013-10-27 - 2013-11-02,72
2013-11-03 - 2013-11-09,75
2013-11-10 - 2013-11-16,77
2013-11-17 - 2013-11-23,70
2013-11-24 - 2013-11-30,43
2013-12-01 - 2013-12-07,56
2013-12-08 - 2013-12-14,62
2013-12-15 - 2013-12-21,51
2013-12-22 - 2013-12-28,39
2013-12-29 - 2014-01-04,44
2014-01-05 - 2014-01-11,59
2014-01-12 - 2014-01-18,76
2014-01-19 - 2014-01-25,67
2014-01-26 - 2014-02-01,71
2014-02-02 - 2014-02-08,71
2014-02-09 - 2014-02-15,71
2014-02-16 - 2014-02-22,69
2014-02-23 - 2014-03-01,76
2014-03-02 - 2014-03-08,82
2014-03-09 - 2014-03-15,79
2014-03-16 - 2014-03-22,67
2014-03-23 - 2014-03-29,80
2014-03-30 - 2014-04-05,74
2014-04-06 - 2014-04-12,79
2014-04-13 - 2014-04-19,73
2014-04-20 - 2014-04-26,79
2014-04-27 - 2014-05-03,80
2014-05-04 - 2014-05-10,79
2014-05-11 - 2014-05-17,78
2014-05-18 - 2014-05-24,75
2014-05-25 - 2014-05-31,64
2014-06-01 - 2014-06-07,75
2014-06-08 - 2014-06-14,73
2014-06-15 - 2014-06-21,73
2014-06-22 - 2014-06-28,73
2014-06-29 - 2014-07-05,60
2014-07-06 - 2014-07-12,73
2014-07-13 - 2014-07-19,79
2014-07-20 - 2014-07-26,79
2014-07-27 - 2014-08-02,75
2014-08-03 - 2014-08-09,77
2014-08-10 - 2014-08-16,75
2014-08-17 - 2014-08-23,77
2014-08-24 - 2014-08-30,76
2014-08-31 - 2014-09-06,78
2014-09-07 - 2014-09-13,76
2014-09-14 - 2014-09-20,86
2014-09-21 - 2014-09-27,92
2014-09-28 - 2014-10-04,82
2014-10-05 - 2014-10-11,87
2014-10-12 - 2014-10-18,84
2014-10-19 - 2014-10-25,89
2014-10-26 - 2014-11-01,84
2014-11-02 - 2014-11-08,83
2014-11-09 - 2014-11-15,84
2014-11-16 - 2014-11-22,85
2014-11-23 - 2014-11-29,60
2014-11-30 - 2014-12-06,70
2014-12-07 - 2014-12-13,75
2014-12-14 - 2014-12-20,67
2014-12-21 - 2014-12-27,41
2014-12-28 - 2015-01-03,46
2015-01-04 - 2015-01-10,67
2015-01-11 - 2015-01-17,75
2015-01-18 - 2015-01-24,72
2015-01-25 - 2015-01-31,85
2015-02-01 - 2015-02-07,72
2015-02-08 - 2015-02-14,75
2015-02-15 - 2015-02-21,72
2015-02-22 - 2015-02-28,86
2015-03-01 - 2015-03-07,84
2015-03-08 - 2015-03-14,85
2015-03-15 - 2015-03-21,82
2015-03-22 - 2015-03-28,100
2015-03-29 - 2015-04-04,91
2015-04-05 - 2015-04-11,86
2015-04-12 - 2015-04-18,85
2015-04-19 - 2015-04-25,87
2015-04-26 - 2015-05-02,80
2015-05-03 - 2015-05-09,80
2015-05-10 - 2015-05-16,81
2015-05-17 - 2015-05-23,83
2015-05-24 - 2015-05-30,64
2015-05-31 - 2015-06-06,81
2015-06-07 - 2015-06-13,83
2015-06-14 - 2015-06-20,83
2015-06-21 - 2015-06-27,74
2015-06-28 - 2015-07-04,69
2015-07-05 - 2015-07-11,75
2015-07-12 - 2015-07-18,79
2015-07-19 - 2015-07-25,73
2015-07-26 - 2015-08-01,84
2015-08-02 - 2015-08-08,68
2015-08-09 - 2015-08-15,71
2015-08-16 - 2015-08-22,74
2015-08-23 - 2015-08-29,70
2015-08-30 - 2015-09-05,66


Migliori sottoregioni per Big data
Sottoregione,Big data
Massachusetts,100
California,81
Maryland,75
New Jersey,73
Distretto di Columbia,68
New York,65
Virginia,63
Illinois,57
Connecticut,57
Washington,56
Oregon,54
Pennsylvania,53
Carolina del Nord,53
Delaware,52
Colorado,50
New Hampshire,48
Texas,48
Minnesota,45
Georgia,43
Utah,42
Arizona,40
Ohio,40
Indiana,40
Rhode Island,38
Missouri,37
Arkansas,35
Michigan,35
Vermont,33
Nevada,32
Nebraska,32
Tennessee,31
Kansas,30
Iowa,30
Wisconsin,30
Florida,27
Oklahoma,25
Kentucky,25
Nuovo Messico,25
Maine,24
Idaho,23
Hawaii,22
Alabama,22
Carolina del Sud,22
Mississippi,15
Louisiana,15
Alaska,0
Montana,0
Dakota del Nord,0
Dakota del Sud,0
Virginia Occidentale,0
Wyoming,0


Migliori aree metropolitane per Big data
Area metropolitana,Big data
San Francisco-Oakland-San Jose CA,100
Boston MA-Manchester NH,68
Austin TX,57
Washington DC (Hagerstown MD),57
Raleigh-Durham (Fayetteville) NC,54
New York NY,50
Baltimore MD,49
Philadelphia PA,40
Chicago IL,40
Seattle-Tacoma WA,39
Portland OR,38
Denver CO,35
Dallas-Ft. Worth TX,35
San Diego CA,33
Charlotte NC,32
Atlanta GA,31
Minneapolis-St. Paul MN,30
Phoenix AZ,30
Los Angeles CA,29
Houston TX,29
Detroit MI,23
Portland-Auburn ME,0
Binghamton NY,0
Macon GA,0
Savannah GA,0
Pittsburgh PA,0
Ft. Wayne IN,0
Cleveland-Akron (Canton) OH,0
Flint-Saginaw-Bay City MI,0
Buffalo NY,0
Cincinnati OH,0
Erie PA,0
Greensboro-High Point-Winston Salem NC,0
Charleston SC,0
Augusta GA,0
Providence RI-New Bedford MA,0
Columbus GA,0
Burlington VT-Plattsburgh NY,0
Albany GA,0
Utica NY,0
Indianapolis IN,0
Miami-Ft. Lauderdale FL,0
Louisville KY,0
Tallahassee FL-Thomasville GA,0
Tri-Cities TN-VA,0
Albany-Schenectady-Troy NY,0
Hartford & New Haven CT,0
Orlando-Daytona Beach-Melbourne FL,0
Columbus OH,0
Youngstown OH,0
Bangor ME,0
Rochester NY,0
Tampa-St. Petersburg (Sarasota) FL,0
Traverse City-Cadillac MI,0
Lexington KY,0
Dayton OH,0
Springfield-Holyoke MA,0
Norfolk-Portsmouth-Newport News VA,0
Greenville-New Bern-Washington NC,0
Columbia SC,0
Toledo OH,0
West Palm Beach-Ft. Pierce FL,0
Watertown NY,0
Wilmington NC,0
Lansing MI,0
Presque Isle ME,0
Marquette MI,0
Wheeling WV-Steubenville OH,0
Syracuse NY,0
Richmond-Petersburg VA,0
Knoxville TN,0
Lima OH,0
Bluefield-Beckley-Oak Hill WV,0
Jacksonville FL,0
Grand Rapids-Kalamazoo-Battle Creek MI,0
Charleston-Huntington WV,0
Elmira NY,0
Harrisburg-Lancaster-Lebanon-York PA,0
Greenville-Spartanburg SC-Asheville NC-Anderson SC,0
Harrisonburg VA,0
Florence-Myrtle Beach SC,0
Ft. Myers-Naples FL,0
Roanoke-Lynchburg VA,0
Johnstown-Altoona PA,0
Chattanooga TN,0
Salisbury MD,0
Wilkes Barre-Scranton PA,0
Terre Haute IN,0
Lafayette IN,0
Alpena MI,0
Charlottesville VA,0
South Bend-Elkhart IN,0
Gainesville FL,0
Zanesville OH,0
Parkersburg WV,0
Clarksburg-Weston WV,0
Corpus Christi TX,0
Joplin MO-Pittsburg KS,0
Columbia-Jefferson City MO,0
Topeka KS,0
Dothan AL,0
St. Louis MO,0
Rockford IL,0
Rochester MN-Mason City IA-Austin MN,0
Shreveport LA,0
Kansas City MO,0
Milwaukee WI,0
Springfield MO,0
New Orleans LA,0
Sioux City IA,0
Waco-Temple-Bryan TX,0
Victoria TX,0
Wichita Falls TX & Lawton OK,0
Monroe LA-El Dorado AR,0
Birmingham AL,0
Ottumwa IA-Kirksville MO,0
Paducah KY-Cape Girardeau MO-Harrisburg-Mount Vernon IL,0
Odessa-Midland TX,0
Amarillo TX,0
Harlingen-Weslaco-Brownsville-McAllen TX,0
Cedar Rapids-Waterloo-Iowa City & Dubuque IA,0
St. Joseph MO,0
Jackson TN,0
Memphis TN,0
San Antonio TX,0
Lafayette LA,0
Lake Charles LA,0
Alexandria LA,0
Greenwood-Greenville MS,0
Champaign & Springfield-Decatur IL,0
Evansville IN,0
Oklahoma City OK,0
Lubbock TX,0
Omaha NE,0
Panama City FL,0
Sherman TX-Ada OK,0
Green Bay-Appleton WI,0
Nashville TN,0
San Angelo TX,0
Abilene-Sweetwater TX,0
Madison WI,0
Ft. Smith-Fayetteville-Springdale-Rogers AR,0
Tulsa OK,0
Columbus-Tupelo-West Point MS,0
Peoria-Bloomington IL,0
Duluth MN-Superior WI,0
Wichita-Hutchinson KS,0
Des Moines-Ames IA,0
Davenport IA-Rock Island-Moline IL,0
Mobile AL-Pensacola (Ft. Walton Beach) FL,0
Minot-Bismarck-Dickinson(Williston) ND,0
Huntsville-Decatur (Florence) AL,0
Beaumont-Port Arthur TX,0
Little Rock-Pine Bluff AR,0
Montgomery (Selma) AL,0
La Crosse-Eau Claire WI,0
Wausau-Rhinelander WI,0
Tyler-Longview(Lufkin & Nacogdoches) TX,0
Hattiesburg-Laurel MS,0
Meridian MS,0
Baton Rouge LA,0
Quincy IL-Hannibal MO-Keokuk IA,0
Jackson MS,0
Lincoln & Hastings-Kearney NE,0
Fargo-Valley City ND,0
Sioux Falls(Mitchell) SD,0
Jonesboro AR,0
Bowling Green KY,0
Mankato MN,0
North Platte NE,0
Anchorage AK,0
Honolulu HI,0
Fairbanks AK,0
Biloxi-Gulfport MS,0
Juneau AK,0
Laredo TX,0
Colorado Springs-Pueblo CO,0
Butte-Bozeman MT,0
Great Falls MT,0
Billings MT,0
