Interesse per Ricerca Google: Big data
Cina 2004-2015

Interesse nel tempo
Settimana,Big data
2006-01-22 - 2006-01-28,0
2006-01-29 - 2006-02-04,0
2006-02-05 - 2006-02-11,0
2006-02-12 - 2006-02-18,0
2006-02-19 - 2006-02-25,0
2006-02-26 - 2006-03-04,1
2006-03-05 - 2006-03-11,0
2006-03-12 - 2006-03-18,1
2006-03-19 - 2006-03-25,0
2006-03-26 - 2006-04-01,0
2006-04-02 - 2006-04-08,0
2006-04-09 - 2006-04-15,1
2006-04-16 - 2006-04-22,1
2006-04-23 - 2006-04-29,1
2006-04-30 - 2006-05-06,0
2006-05-07 - 2006-05-13,0
2006-05-14 - 2006-05-20,0
2006-05-21 - 2006-05-27,1
2006-05-28 - 2006-06-03,0
2006-06-04 - 2006-06-10,0
2006-06-11 - 2006-06-17,0
2006-06-18 - 2006-06-24,0
2006-06-25 - 2006-07-01,0
2006-07-02 - 2006-07-08,0
2006-07-09 - 2006-07-15,0
2006-07-16 - 2006-07-22,0
2006-07-23 - 2006-07-29,1
2006-07-30 - 2006-08-05,0
2006-08-06 - 2006-08-12,1
2006-08-13 - 2006-08-19,0
2006-08-20 - 2006-08-26,0
2006-08-27 - 2006-09-02,0
2006-09-03 - 2006-09-09,0
2006-09-10 - 2006-09-16,0
2006-09-17 - 2006-09-23,0
2006-09-24 - 2006-09-30,1
2006-10-01 - 2006-10-07,0
2006-10-08 - 2006-10-14,0
2006-10-15 - 2006-10-21,0
2006-10-22 - 2006-10-28,1
2006-10-29 - 2006-11-04,0
2006-11-05 - 2006-11-11,1
2006-11-12 - 2006-11-18,0
2006-11-19 - 2006-11-25,1
2006-11-26 - 2006-12-02,0
2006-12-03 - 2006-12-09,1
2006-12-10 - 2006-12-16,0
2006-12-17 - 2006-12-23,0
2006-12-24 - 2006-12-30,0
2006-12-31 - 2007-01-06,0
2007-01-07 - 2007-01-13,1
2007-01-14 - 2007-01-20,0
2007-01-21 - 2007-01-27,0
2007-01-28 - 2007-02-03,1
2007-02-04 - 2007-02-10,0
2007-02-11 - 2007-02-17,0
2007-02-18 - 2007-02-24,0
2007-02-25 - 2007-03-03,0
2007-03-04 - 2007-03-10,1
2007-03-11 - 2007-03-17,1
2007-03-18 - 2007-03-24,0
2007-03-25 - 2007-03-31,0
2007-04-01 - 2007-04-07,1
2007-04-08 - 2007-04-14,0
2007-04-15 - 2007-04-21,1
2007-04-22 - 2007-04-28,1
2007-04-29 - 2007-05-05,0
2007-05-06 - 2007-05-12,0
2007-05-13 - 2007-05-19,1
2007-05-20 - 2007-05-26,1
2007-05-27 - 2007-06-02,0
2007-06-03 - 2007-06-09,0
2007-06-10 - 2007-06-16,0
2007-06-17 - 2007-06-23,0
2007-06-24 - 2007-06-30,0
2007-07-01 - 2007-07-07,1
2007-07-08 - 2007-07-14,1
2007-07-15 - 2007-07-21,0
2007-07-22 - 2007-07-28,0
2007-07-29 - 2007-08-04,0
2007-08-05 - 2007-08-11,1
2007-08-12 - 2007-08-18,1
2007-08-19 - 2007-08-25,0
2007-08-26 - 2007-09-01,1
2007-09-02 - 2007-09-08,1
2007-09-09 - 2007-09-15,0
2007-09-16 - 2007-09-22,1
2007-09-23 - 2007-09-29,1
2007-09-30 - 2007-10-06,0
2007-10-07 - 2007-10-13,1
2007-10-14 - 2007-10-20,1
2007-10-21 - 2007-10-27,1
2007-10-28 - 2007-11-03,1
2007-11-04 - 2007-11-10,1
2007-11-11 - 2007-11-17,1
2007-11-18 - 2007-11-24,1
2007-11-25 - 2007-12-01,1
2007-12-02 - 2007-12-08,1
2007-12-09 - 2007-12-15,0
2007-12-16 - 2007-12-22,0
2007-12-23 - 2007-12-29,1
2007-12-30 - 2008-01-05,1
2008-01-06 - 2008-01-12,1
2008-01-13 - 2008-01-19,1
2008-01-20 - 2008-01-26,0
2008-01-27 - 2008-02-02,0
2008-02-03 - 2008-02-09,0
2008-02-10 - 2008-02-16,0
2008-02-17 - 2008-02-23,0
2008-02-24 - 2008-03-01,1
2008-03-02 - 2008-03-08,0
2008-03-09 - 2008-03-15,0
2008-03-16 - 2008-03-22,0
2008-03-23 - 2008-03-29,1
2008-03-30 - 2008-04-05,0
2008-04-06 - 2008-04-12,0
2008-04-13 - 2008-04-19,0
2008-04-20 - 2008-04-26,1
2008-04-27 - 2008-05-03,0
2008-05-04 - 2008-05-10,0
2008-05-11 - 2008-05-17,1
2008-05-18 - 2008-05-24,0
2008-05-25 - 2008-05-31,1
2008-06-01 - 2008-06-07,1
2008-06-08 - 2008-06-14,0
2008-06-15 - 2008-06-21,1
2008-06-22 - 2008-06-28,1
2008-06-29 - 2008-07-05,0
2008-07-06 - 2008-07-12,0
2008-07-13 - 2008-07-19,0
2008-07-20 - 2008-07-26,1
2008-07-27 - 2008-08-02,0
2008-08-03 - 2008-08-09,0
2008-08-10 - 2008-08-16,0
2008-08-17 - 2008-08-23,0
2008-08-24 - 2008-08-30,1
2008-08-31 - 2008-09-06,2
2008-09-07 - 2008-09-13,2
2008-09-14 - 2008-09-20,2
2008-09-21 - 2008-09-27,2
2008-09-28 - 2008-10-04,1
2008-10-05 - 2008-10-11,1
2008-10-12 - 2008-10-18,1
2008-10-19 - 2008-10-25,1
2008-10-26 - 2008-11-01,1
2008-11-02 - 2008-11-08,1
2008-11-09 - 2008-11-15,0
2008-11-16 - 2008-11-22,0
2008-11-23 - 2008-11-29,1
2008-11-30 - 2008-12-06,1
2008-12-07 - 2008-12-13,0
2008-12-14 - 2008-12-20,1
2008-12-21 - 2008-12-27,0
2008-12-28 - 2009-01-03,1
2009-01-04 - 2009-01-10,1
2009-01-11 - 2009-01-17,1
2009-01-18 - 2009-01-24,0
2009-01-25 - 2009-01-31,0
2009-02-01 - 2009-02-07,1
2009-02-08 - 2009-02-14,1
2009-02-15 - 2009-02-21,1
2009-02-22 - 2009-02-28,1
2009-03-01 - 2009-03-07,1
2009-03-08 - 2009-03-14,1
2009-03-15 - 2009-03-21,1
2009-03-22 - 2009-03-28,1
2009-03-29 - 2009-04-04,1
2009-04-05 - 2009-04-11,0
2009-04-12 - 2009-04-18,1
2009-04-19 - 2009-04-25,1
2009-04-26 - 2009-05-02,1
2009-05-03 - 2009-05-09,1
2009-05-10 - 2009-05-16,1
2009-05-17 - 2009-05-23,1
2009-05-24 - 2009-05-30,1
2009-05-31 - 2009-06-06,1
2009-06-07 - 2009-06-13,1
2009-06-14 - 2009-06-20,1
2009-06-21 - 2009-06-27,1
2009-06-28 - 2009-07-04,1
2009-07-05 - 2009-07-11,1
2009-07-12 - 2009-07-18,1
2009-07-19 - 2009-07-25,0
2009-07-26 - 2009-08-01,1
2009-08-02 - 2009-08-08,1
2009-08-09 - 2009-08-15,1
2009-08-16 - 2009-08-22,1
2009-08-23 - 2009-08-29,0
2009-08-30 - 2009-09-05,1
2009-09-06 - 2009-09-12,1
2009-09-13 - 2009-09-19,1
2009-09-20 - 2009-09-26,1
2009-09-27 - 2009-10-03,0
2009-10-04 - 2009-10-10,0
2009-10-11 - 2009-10-17,1
2009-10-18 - 2009-10-24,1
2009-10-25 - 2009-10-31,1
2009-11-01 - 2009-11-07,1
2009-11-08 - 2009-11-14,0
2009-11-15 - 2009-11-21,0
2009-11-22 - 2009-11-28,1
2009-11-29 - 2009-12-05,1
2009-12-06 - 2009-12-12,1
2009-12-13 - 2009-12-19,1
2009-12-20 - 2009-12-26,1
2009-12-27 - 2010-01-02,0
2010-01-03 - 2010-01-09,1
2010-01-10 - 2010-01-16,1
2010-01-17 - 2010-01-23,1
2010-01-24 - 2010-01-30,1
2010-01-31 - 2010-02-06,1
2010-02-07 - 2010-02-13,0
2010-02-14 - 2010-02-20,0
2010-02-21 - 2010-02-27,0
2010-02-28 - 2010-03-06,1
2010-03-07 - 2010-03-13,1
2010-03-14 - 2010-03-20,1
2010-03-21 - 2010-03-27,1
2010-03-28 - 2010-04-03,1
2010-04-04 - 2010-04-10,1
2010-04-11 - 2010-04-17,1
2010-04-18 - 2010-04-24,1
2010-04-25 - 2010-05-01,1
2010-05-02 - 2010-05-08,1
2010-05-09 - 2010-05-15,1
2010-05-16 - 2010-05-22,1
2010-05-23 - 2010-05-29,1
2010-05-30 - 2010-06-05,1
2010-06-06 - 2010-06-12,1
2010-06-13 - 2010-06-19,0
2010-06-20 - 2010-06-26,1
2010-06-27 - 2010-07-03,1
2010-07-04 - 2010-07-10,1
2010-07-11 - 2010-07-17,1
2010-07-18 - 2010-07-24,1
2010-07-25 - 2010-07-31,0
2010-08-01 - 2010-08-07,1
2010-08-08 - 2010-08-14,1
2010-08-15 - 2010-08-21,1
2010-08-22 - 2010-08-28,1
2010-08-29 - 2010-09-04,1
2010-09-05 - 2010-09-11,1
2010-09-12 - 2010-09-18,1
2010-09-19 - 2010-09-25,1
2010-09-26 - 2010-10-02,1
2010-10-03 - 2010-10-09,0
2010-10-10 - 2010-10-16,1
2010-10-17 - 2010-10-23,1
2010-10-24 - 2010-10-30,1
2010-10-31 - 2010-11-06,1
2010-11-07 - 2010-11-13,1
2010-11-14 - 2010-11-20,1
2010-11-21 - 2010-11-27,1
2010-11-28 - 2010-12-04,1
2010-12-05 - 2010-12-11,1
2010-12-12 - 2010-12-18,1
2010-12-19 - 2010-12-25,1
2010-12-26 - 2011-01-01,0
2011-01-02 - 2011-01-08,1
2011-01-09 - 2011-01-15,1
2011-01-16 - 2011-01-22,1
2011-01-23 - 2011-01-29,1
2011-01-30 - 2011-02-05,0
2011-02-06 - 2011-02-12,0
2011-02-13 - 2011-02-19,1
2011-02-20 - 2011-02-26,1
2011-02-27 - 2011-03-05,1
2011-03-06 - 2011-03-12,1
2011-03-13 - 2011-03-19,1
2011-03-20 - 2011-03-26,1
2011-03-27 - 2011-04-02,1
2011-04-03 - 2011-04-09,1
2011-04-10 - 2011-04-16,1
2011-04-17 - 2011-04-23,1
2011-04-24 - 2011-04-30,1
2011-05-01 - 2011-05-07,0
2011-05-08 - 2011-05-14,1
2011-05-15 - 2011-05-21,1
2011-05-22 - 2011-05-28,1
2011-05-29 - 2011-06-04,1
2011-06-05 - 2011-06-11,1
2011-06-12 - 2011-06-18,1
2011-06-19 - 2011-06-25,1
2011-06-26 - 2011-07-02,1
2011-07-03 - 2011-07-09,1
2011-07-10 - 2011-07-16,1
2011-07-17 - 2011-07-23,1
2011-07-24 - 2011-07-30,1
2011-07-31 - 2011-08-06,1
2011-08-07 - 2011-08-13,1
2011-08-14 - 2011-08-20,1
2011-08-21 - 2011-08-27,1
2011-08-28 - 2011-09-03,1
2011-09-04 - 2011-09-10,1
2011-09-11 - 2011-09-17,1
2011-09-18 - 2011-09-24,1
2011-09-25 - 2011-10-01,1
2011-10-02 - 2011-10-08,0
2011-10-09 - 2011-10-15,1
2011-10-16 - 2011-10-22,1
2011-10-23 - 2011-10-29,1
2011-10-30 - 2011-11-05,1
2011-11-06 - 2011-11-12,1
2011-11-13 - 2011-11-19,1
2011-11-20 - 2011-11-26,1
2011-11-27 - 2011-12-03,1
2011-12-04 - 2011-12-10,1
2011-12-11 - 2011-12-17,1
2011-12-18 - 2011-12-24,1
2011-12-25 - 2011-12-31,1
2012-01-01 - 2012-01-07,1
2012-01-08 - 2012-01-14,1
2012-01-15 - 2012-01-21,1
2012-01-22 - 2012-01-28,0
2012-01-29 - 2012-02-04,1
2012-02-05 - 2012-02-11,1
2012-02-12 - 2012-02-18,1
2012-02-19 - 2012-02-25,1
2012-02-26 - 2012-03-03,1
2012-03-04 - 2012-03-10,1
2012-03-11 - 2012-03-17,1
2012-03-18 - 2012-03-24,1
2012-03-25 - 2012-03-31,1
2012-04-01 - 2012-04-07,1
2012-04-08 - 2012-04-14,1
2012-04-15 - 2012-04-21,1
2012-04-22 - 2012-04-28,1
2012-04-29 - 2012-05-05,1
2012-05-06 - 2012-05-12,1
2012-05-13 - 2012-05-19,1
2012-05-20 - 2012-05-26,1
2012-05-27 - 2012-06-02,1
2012-06-03 - 2012-06-09,1
2012-06-10 - 2012-06-16,1
2012-06-17 - 2012-06-23,1
2012-06-24 - 2012-06-30,1
2012-07-01 - 2012-07-07,1
2012-07-08 - 2012-07-14,1
2012-07-15 - 2012-07-21,1
2012-07-22 - 2012-07-28,1
2012-07-29 - 2012-08-04,1
2012-08-05 - 2012-08-11,1
2012-08-12 - 2012-08-18,1
2012-08-19 - 2012-08-25,2
2012-08-26 - 2012-09-01,2
2012-09-02 - 2012-09-08,4
2012-09-09 - 2012-09-15,3
2012-09-16 - 2012-09-22,3
2012-09-23 - 2012-09-29,4
2012-09-30 - 2012-10-06,1
2012-10-07 - 2012-10-13,4
2012-10-14 - 2012-10-20,4
2012-10-21 - 2012-10-27,5
2012-10-28 - 2012-11-03,5
2012-11-04 - 2012-11-10,4
2012-11-11 - 2012-11-17,5
2012-11-18 - 2012-11-24,6
2012-11-25 - 2012-12-01,5
2012-12-02 - 2012-12-08,6
2012-12-09 - 2012-12-15,6
2012-12-16 - 2012-12-22,6
2012-12-23 - 2012-12-29,6
2012-12-30 - 2013-01-05,5
2013-01-06 - 2013-01-12,6
2013-01-13 - 2013-01-19,5
2013-01-20 - 2013-01-26,4
2013-01-27 - 2013-02-02,6
2013-02-03 - 2013-02-09,4
2013-02-10 - 2013-02-16,2
2013-02-17 - 2013-02-23,5
2013-02-24 - 2013-03-02,7
2013-03-03 - 2013-03-09,9
2013-03-10 - 2013-03-16,7
2013-03-17 - 2013-03-23,8
2013-03-24 - 2013-03-30,7
2013-03-31 - 2013-04-06,6
2013-04-07 - 2013-04-13,8
2013-04-14 - 2013-04-20,9
2013-04-21 - 2013-04-27,10
2013-04-28 - 2013-05-04,7
2013-05-05 - 2013-05-11,9
2013-05-12 - 2013-05-18,11
2013-05-19 - 2013-05-25,12
2013-05-26 - 2013-06-01,10
2013-06-02 - 2013-06-08,10
2013-06-09 - 2013-06-15,8
2013-06-16 - 2013-06-22,12
2013-06-23 - 2013-06-29,9
2013-06-30 - 2013-07-06,9
2013-07-07 - 2013-07-13,9
2013-07-14 - 2013-07-20,9
2013-07-21 - 2013-07-27,9
2013-07-28 - 2013-08-03,9
2013-08-04 - 2013-08-10,10
2013-08-11 - 2013-08-17,8
2013-08-18 - 2013-08-24,10
2013-08-25 - 2013-08-31,8
2013-09-01 - 2013-09-07,11
2013-09-08 - 2013-09-14,9
2013-09-15 - 2013-09-21,7
2013-09-22 - 2013-09-28,12
2013-09-29 - 2013-10-05,7
2013-10-06 - 2013-10-12,11
2013-10-13 - 2013-10-19,11
2013-10-20 - 2013-10-26,12
2013-10-27 - 2013-11-02,12
2013-11-03 - 2013-11-09,11
2013-11-10 - 2013-11-16,12
2013-11-17 - 2013-11-23,11
2013-11-24 - 2013-11-30,12
2013-12-01 - 2013-12-07,14
2013-12-08 - 2013-12-14,14
2013-12-15 - 2013-12-21,14
2013-12-22 - 2013-12-28,12
2013-12-29 - 2014-01-04,14
2014-01-05 - 2014-01-11,13
2014-01-12 - 2014-01-18,12
2014-01-19 - 2014-01-25,12
2014-01-26 - 2014-02-01,9
2014-02-02 - 2014-02-08,6
2014-02-09 - 2014-02-15,17
2014-02-16 - 2014-02-22,13
2014-02-23 - 2014-03-01,15
2014-03-02 - 2014-03-08,17
2014-03-09 - 2014-03-15,18
2014-03-16 - 2014-03-22,17
2014-03-23 - 2014-03-29,19
2014-03-30 - 2014-04-05,16
2014-04-06 - 2014-04-12,16
2014-04-13 - 2014-04-19,16
2014-04-20 - 2014-04-26,18
2014-04-27 - 2014-05-03,15
2014-05-04 - 2014-05-10,17
2014-05-11 - 2014-05-17,16
2014-05-18 - 2014-05-24,18
2014-05-25 - 2014-05-31,14
2014-06-01 - 2014-06-07,19
2014-06-08 - 2014-06-14,15
2014-06-15 - 2014-06-21,14
2014-06-22 - 2014-06-28,23
2014-06-29 - 2014-07-05,28
2014-07-06 - 2014-07-12,30
2014-07-13 - 2014-07-19,18
2014-07-20 - 2014-07-26,22
2014-07-27 - 2014-08-02,24
2014-08-03 - 2014-08-09,21
2014-08-10 - 2014-08-16,27
2014-08-17 - 2014-08-23,20
2014-08-24 - 2014-08-30,38
2014-08-31 - 2014-09-06,24
2014-09-07 - 2014-09-13,27
2014-09-14 - 2014-09-20,23
2014-09-21 - 2014-09-27,31
2014-09-28 - 2014-10-04,17
2014-10-05 - 2014-10-11,28
2014-10-12 - 2014-10-18,24
2014-10-19 - 2014-10-25,35
2014-10-26 - 2014-11-01,25
2014-11-02 - 2014-11-08,32
2014-11-09 - 2014-11-15,42
2014-11-16 - 2014-11-22,34
2014-11-23 - 2014-11-29,34
2014-11-30 - 2014-12-06,43
2014-12-07 - 2014-12-13,43
2014-12-14 - 2014-12-20,35
2014-12-21 - 2014-12-27,36
2014-12-28 - 2015-01-03,36
2015-01-04 - 2015-01-10,49
2015-01-11 - 2015-01-17,45
2015-01-18 - 2015-01-24,55
2015-01-25 - 2015-01-31,48
2015-02-01 - 2015-02-07,51
2015-02-08 - 2015-02-14,41
2015-02-15 - 2015-02-21,35
2015-02-22 - 2015-02-28,40
2015-03-01 - 2015-03-07,54
2015-03-08 - 2015-03-14,58
2015-03-15 - 2015-03-21,48
2015-03-22 - 2015-03-28,55
2015-03-29 - 2015-04-04,47
2015-04-05 - 2015-04-11,54
2015-04-12 - 2015-04-18,70
2015-04-19 - 2015-04-25,51
2015-04-26 - 2015-05-02,55
2015-05-03 - 2015-05-09,70
2015-05-10 - 2015-05-16,47
2015-05-17 - 2015-05-23,59
2015-05-24 - 2015-05-30,71
2015-05-31 - 2015-06-06,62
2015-06-07 - 2015-06-13,48
2015-06-14 - 2015-06-20,84
2015-06-21 - 2015-06-27,41
2015-06-28 - 2015-07-04,78
2015-07-05 - 2015-07-11,64
2015-07-12 - 2015-07-18,61
2015-07-19 - 2015-07-25,72
2015-07-26 - 2015-08-01,71
2015-08-02 - 2015-08-08,55
2015-08-09 - 2015-08-15,57
2015-08-16 - 2015-08-22,63
2015-08-23 - 2015-08-29,55
2015-08-30 - 2015-09-05,61
2015-09-06 - 2015-09-12,100
2015-09-13 - 2015-09-19,69
2015-09-20 - 2015-09-26,60
2015-09-27 - 2015-10-03,56
2015-10-04 - 2015-10-10,81
2015-10-11 - 2015-10-17,66
2015-10-18 - 2015-10-24,71
2015-10-25 - 2015-10-31,41
2015-11-01 - 2015-11-07,62
2015-11-08 - 2015-11-14,64
2015-11-15 - 2015-11-21,65
2015-11-22 - 2015-11-28,52
2015-11-29 - 2015-12-05,66
2015-12-06 - 2015-12-12,66
2015-12-13 - 2015-12-19,91
2015-12-20 - 2015-12-26,83
2015-12-27 - 2016-01-02,79


Migliori sottoregioni per Big data
Sottoregione,Big data
Tientsin,100
Pechino,17
Shanghai,14
Quantung,13
Hubei,12
Sichuan,11
Scensi,10
Chiangsu,10
Cechiang,9
Fuchien,9
Hainan,8
Hunan,8
Chongqing,8
Anhui,8
Liaoning,7
Sciantung,6
Yunnan,6
Guizhou,6
Heilongjiang,6
Hebei,5
Jilin,5
Quansi,5
Henan,4
Chiangsi,4
Sciansi,3
Mongolia Interna,0
Tibet,0
Gansu,0
Qinghai,0
Ningxia,0
Xinjiang,0


Migliori città per Big data
Città,Big data
Shenzhen,100
Pechino,57
Shanghai,47
Xiamen,43
Chengdu,38
Wuhan,38
Hangzhou,38
Nanchino,37
Xi'an,33
Fuzhou,30
Hefei,30
Changsha,29
Guangzhou,26
Tientsin,25
Chongqing,25



Termini più cercati per Big data
大数据,100
big data,25
bigdata,5
baidu0759.cn,0



Ricerche in crescita per Big data
big data,Impennata



